Gene stable ID	Chromosome/scaffold name	Gene Synonym	Gene type	Gene name	NCBI gene (formerly Entrezgene) ID
ENSDARG00000093584	13	fk82c03	protein_coding	zgc:193505	559113
ENSDARG00000093584	13	wu:fk82c03	protein_coding	zgc:193505	559113
ENSDARG00000025319	20	fyn-like	protein_coding	fynb	574422
ENSDARG00000025319	20	im:6908851	protein_coding	fynb	574422
ENSDARG00000025319	20	si:dkey-119m7.5	protein_coding	fynb	574422
ENSDARG00000025319	20	zgc:109996	protein_coding	fynb	574422
ENSDARG00000103772	2	si:busm1-1c23.9	TR_V_gene	tradv24.0.4	
ENSDARG00000103772	2	si:ch211-106g8.7	TR_V_gene	tradv24.0.4	
ENSDARG00000103772	2	si:dz1c23.9	TR_V_gene	tradv24.0.4	
ENSDARG00000103772	2	TCR-alpha	TR_V_gene	tradv24.0.4	
ENSDARG00000103772	2	V segment	TR_V_gene	tradv24.0.4	
ENSDARG00000069045	18	si:ch211-218c6.5	protein_coding	chtf8	555570
ENSDARG00000069045	18	zgc:158641	protein_coding	chtf8	555570
ENSDARG00000104542	19		protein_coding	ppt2	100126133
ENSDARG00000088789	3	id:ibd3427	protein_coding	mast1b	796144
ENSDARG00000096242	3	fb08e07	protein_coding	si:ch211-76l23.4	798209
ENSDARG00000096242	3	wu:fb08e07	protein_coding	si:ch211-76l23.4	798209
ENSDARG00000044433	6		protein_coding	sned1	100001751
ENSDARG00000095646	3		processed_transcript	CU207238.1	
ENSDARG00000062575	3	fi12h03	protein_coding	si:ch211-210g13.5	327464
ENSDARG00000062575	3	wu:fi12h03	protein_coding	si:ch211-210g13.5	327464
ENSDARG00000073721	10	si:dkey-76p7.6	protein_coding	smarcad1b	563175
ENSDARG00000087558	13		protein_coding	si:ch73-105b23.1	
ENSDARG00000056517	14	zgc:100815	protein_coding	thoc3	445302
ENSDARG00000090408	1	erbb4d	protein_coding		101885162
ENSDARG00000090408	1	si:ch73-162k10.1	protein_coding		101885162
ENSDARG00000105693	7		transcribed_unprocessed_pseudogene	CR354588.1	794462
ENSDARG00000017703	5	paqr3	protein_coding	paqr3a	393683
ENSDARG00000017703	5	zgc:73098	protein_coding	paqr3a	393683
ENSDARG00000077907	8		protein_coding	si:dkey-183p4.10	100005882
ENSDARG00000039900	23		protein_coding	si:ch73-168d20.1	795914
ENSDARG00000105568	7		protein_coding	si:ch211-194p6.10	565124
ENSDARG00000099980	9	LBP	protein_coding	bpifcl	100003132
ENSDARG00000099980	9	si:dkey-11f4.4	protein_coding	bpifcl	100003132
ENSDARG00000076943	8	lhfpl4	protein_coding	lhfpl4b	565558
ENSDARG00000039650	2	fj35c02	protein_coding	itm2cb	335863
ENSDARG00000039650	2	itm2c	protein_coding	itm2cb	335863
ENSDARG00000039650	2	wu:fj35c02	protein_coding	itm2cb	335863
ENSDARG00000039650	2	zgc:66349	protein_coding	itm2cb	335863
ENSDARG00000086391	25	CaD	protein_coding	cald1b	563892
ENSDARG00000086391	25	cald1	protein_coding	cald1b	563892
ENSDARG00000086391	25	si:dkey-206m15.7	protein_coding	cald1b	563892
ENSDARG00000000730	6	si:ch211-263a23.7	protein_coding	slc6a22.1	368923
ENSDARG00000000730	6	si:zc263a23.7	protein_coding	slc6a22.1	368923
ENSDARG00000000730	6	slc6a13	protein_coding	slc6a22.1	368923
ENSDARG00000038024	3	DYF-1	protein_coding	flr	797829
ENSDARG00000038024	3	IFT70	protein_coding	flr	797829
ENSDARG00000079945	6	dfnb59	protein_coding	pjvk	100006646
ENSDARG00000079945	6	si:rp71-56k2.2	protein_coding	pjvk	100006646
ENSDARG00000022995	17	cb142	protein_coding	clic4	368255
ENSDARG00000022995	17	wu:fb33c05	protein_coding	clic4	368255
ENSDARG00000022995	17	wu:fc30h10	protein_coding	clic4	368255
ENSDARG00000018301	18		protein_coding	si:ch73-186j5.2	
ENSDARG00000057769	2	si:dkey-10f21.3	protein_coding	pimr55	555841
ENSDARG00000102403	25	cry3	protein_coding	cry2	83774
ENSDARG00000102403	25	fe16d07	protein_coding	cry2	83774
ENSDARG00000102403	25	wu:fe16d07	protein_coding	cry2	83774
ENSDARG00000102403	25	zcry3	protein_coding	cry2	83774
ENSDARG00000036430	7	sat2	protein_coding	sat2a	494055
ENSDARG00000036430	7	zgc:103590	protein_coding	sat2a	494055
ENSDARG00000060049	7		protein_coding	zgc:195075	100170825
ENSDARG00000041411	20	wu:fb38e12	protein_coding	rad51	406487
ENSDARG00000041411	20	zgc:77754	protein_coding	rad51	406487
ENSDARG00000012688	19	eif1b	protein_coding	eif1	322237
ENSDARG00000012688	19	gc20	protein_coding	eif1	322237
ENSDARG00000012688	19	wu:fb54a12	protein_coding	eif1	322237
ENSDARG00000012688	19	wu:fb64g08	protein_coding	eif1	322237
ENSDARG00000012688	19	wu:fk63g02	protein_coding	eif1	322237
ENSDARG00000012688	19	zgc:85781	protein_coding	eif1	322237
ENSDARG00000101341	11	fi40b06	protein_coding	si:ch211-262i1.6	334310
ENSDARG00000101341	11	wu:fd58f02	protein_coding	si:ch211-262i1.6	334310
ENSDARG00000101341	11	wu:fi40b06	protein_coding	si:ch211-262i1.6	334310
ENSDARG00000061963	20	zgc:153349	protein_coding	vrtn	555269
ENSDARG00000029114	16		protein_coding	si:dkey-40m6.8	562728
ENSDARG00000074556	17	si:ch73-70a17.1	protein_coding	ganc	100536353
ENSDARG00000074556	17	zmp:0000000751	protein_coding	ganc	100536353
ENSDARG00000054030	12	etID309875.12	protein_coding	hoxb5b	58052
ENSDARG00000054030	12	hoxa5	protein_coding	hoxb5b	58052
ENSDARG00000054030	12	hoxb5-like	protein_coding	hoxb5b	58052
ENSDARG00000054030	12	hoxzf54	protein_coding	hoxb5b	58052
ENSDARG00000054030	12	id:ibd2566	protein_coding	hoxb5b	58052
ENSDARG00000054030	12	z-2	protein_coding	hoxb5b	58052
ENSDARG00000054030	12	ZF-54	protein_coding	hoxb5b	58052
ENSDARG00000054030	12	zgc:101134	protein_coding	hoxb5b	58052
ENSDARG00000075033	9		protein_coding	GTPBP8	561913
ENSDARG00000010384	2	lpar6	protein_coding	lpar5a	322473
ENSDARG00000010384	2	lpar6l	protein_coding	lpar5a	322473
ENSDARG00000010384	2	p2ry5	protein_coding	lpar5a	322473
ENSDARG00000010384	2	wu:fb62d01	protein_coding	lpar5a	322473
ENSDARG00000010384	2	zgc:66034	protein_coding	lpar5a	322473
ENSDARG00000104522	18		processed_transcript	BX908386.3	
ENSDARG00000001437	23	fc29a02	protein_coding	slc2a1a	555778
ENSDARG00000001437	23	glut1	protein_coding	slc2a1a	555778
ENSDARG00000001437	23	glut1a	protein_coding	slc2a1a	555778
ENSDARG00000001437	23	glut1b	protein_coding	slc2a1a	555778
ENSDARG00000001437	23	slc2a1	protein_coding	slc2a1a	555778
ENSDARG00000001437	23	wu:fc29a02	protein_coding	slc2a1a	555778
ENSDARG00000001437	23	zglut1b	protein_coding	slc2a1a	555778
ENSDARG00000039412	8	Dmrt5	protein_coding	dmrta2	474350
ENSDARG00000019335	2	her13.2	protein_coding	hes6	373116
ENSDARG00000101644	18		protein_coding	ARHGEF17	100002227
ENSDARG00000100229	4		protein_coding	si:ch211-238e22.5	
ENSDARG00000058533	5	si:dkeyp-98c11.2	protein_coding	pole	553405
ENSDARG00000103478	7		protein_coding	nsun6	100149557
ENSDARG00000009480	16	fc06a08	protein_coding	pdcl	323645
ENSDARG00000009480	16	im:6793474	protein_coding	pdcl	323645
ENSDARG00000009480	16	wu:fc06a08	protein_coding	pdcl	323645
ENSDARG00000009480	16	zgc:73264	protein_coding	pdcl	323645
ENSDARG00000069431	4	si:dkey-31f5.9	protein_coding	slc26a4	563818
ENSDARG00000055359	3	si:dkey-68o6.2	protein_coding	sp100.1	796843
ENSDARG00000074604	2	si:dkey-127k13.2	protein_coding	phc3	
ENSDARG00000105583	7		protein_coding	si:dkeyp-75h12.7	100006302
ENSDARG00000101116	5	im:7136893	protein_coding	vps33a	448942
ENSDARG00000101116	5	wu:fc08g01	protein_coding	vps33a	448942
ENSDARG00000101116	5	wu:fc26c10	protein_coding	vps33a	448942
ENSDARG00000058015	25		protein_coding	ano3	553392
ENSDARG00000037633	16	zgc:92155	protein_coding	leng1	447852
ENSDARG00000008403	3	sb:cb839	protein_coding	phospho1	100002812
ENSDARG00000008403	3	zgc:92423	protein_coding	phospho1	100002812
ENSDARG00000094753	21	im:7154179	protein_coding	si:dkey-71d15.2	101884639
ENSDARG00000070828	6	baf53a	protein_coding	actl6a	192313
ENSDARG00000070828	6	chunp6900	protein_coding	actl6a	192313
ENSDARG00000070828	6	etID38198.6	protein_coding	actl6a	192313
ENSDARG00000070828	6	fb52e06	protein_coding	actl6a	192313
ENSDARG00000070828	6	fl26e12	protein_coding	actl6a	192313
ENSDARG00000070828	6	wu:fb52e06	protein_coding	actl6a	192313
ENSDARG00000070828	6	wu:fl26e12	protein_coding	actl6a	192313
ENSDARG00000033437	17	wu:fc56h07	protein_coding	rps6ka1	777728
ENSDARG00000033437	17	zgc:152654	protein_coding	rps6ka1	777728
ENSDARG00000012051	22	zgc:110528	protein_coding	mettl21a	541441
ENSDARG00000062178	18	fam65a	protein_coding	ripor1	566573
ENSDARG00000062178	18	si:dkey-45h7.2	protein_coding	ripor1	566573
ENSDARG00000036767	19	si:dkey-204a24.10	protein_coding	urgcp	100005729
ENSDARG00000089413	16	Golli	protein_coding	mbpb	368319
ENSDARG00000089413	16	sb:cb183	protein_coding	mbpb	368319
ENSDARG00000089413	16	si:dkey-241k19.2	protein_coding	mbpb	368319
ENSDARG00000089413	16	wu:fb71b08	protein_coding	mbpb	368319
ENSDARG00000067723	9	zgc:153048	protein_coding	tank	767660
ENSDARG00000021140	19		protein_coding	pabpc1b	393856
ENSDARG00000061400	13	mp:zf637-2-001473	protein_coding	csgalnact2	560826
ENSDARG00000061400	13	si:dkey-192p21.4	protein_coding	csgalnact2	560826
ENSDARG00000061400	13	wu:fb98d03	protein_coding	csgalnact2	560826
ENSDARG00000061400	13	zf637-2-001473	protein_coding	csgalnact2	560826
ENSDARG00000099140	2	si:busm1-1c23.8	TR_V_gene	tradv25.0.3	
ENSDARG00000099140	2	si:ch211-106g8.6	TR_V_gene	tradv25.0.3	
ENSDARG00000099140	2	si:dz1c23.8	TR_V_gene	tradv25.0.3	
ENSDARG00000099140	2	TCR-alpha	TR_V_gene	tradv25.0.3	
ENSDARG00000099140	2	V segment	TR_V_gene	tradv25.0.3	
ENSDARG00000102787	1	im:7155132	protein_coding	fam193a	564207
ENSDARG00000074255	14	efha2b	protein_coding	micu3b	100536173
ENSDARG00000037159	16	fb12g05	protein_coding	oprd1b	336529
ENSDARG00000037159	16	wu:fb12g05	protein_coding	oprd1b	336529
ENSDARG00000037159	16	ZfDOR2	protein_coding	oprd1b	336529
ENSDARG00000037159	16	ZFOR4	protein_coding	oprd1b	336529
ENSDARG00000095259	5	si:ch211-191d15.6	protein_coding	tmem119a	559518
ENSDARG00000101738	2	si:busm1-1c23.7	TR_V_gene	tradv24.0.5	
ENSDARG00000101738	2	si:ch211-106g8.5	TR_V_gene	tradv24.0.5	
ENSDARG00000101738	2	si:dz1c23.7	TR_V_gene	tradv24.0.5	
ENSDARG00000101738	2	TCR-alpha	TR_V_gene	tradv24.0.5	
ENSDARG00000101738	2	V segment	TR_V_gene	tradv24.0.5	
ENSDARG00000038281	3	fb83e01	protein_coding	natd1	100002945
ENSDARG00000038281	3	wu:fb83e01	protein_coding	natd1	100002945
ENSDARG00000038281	3	zgc:110779	protein_coding	natd1	100002945
ENSDARG00000091402	5	zgc:86660	protein_coding	eif2b1	415150
ENSDARG00000003769	7	wu:fb72h11	protein_coding	tada2b	554156
ENSDARG00000003769	7	wu:fi12b07	protein_coding	tada2b	554156
ENSDARG00000003769	7	wu:fi33a06	protein_coding	tada2b	554156
ENSDARG00000003769	7	zgc:110397	protein_coding	tada2b	554156
ENSDARG00000097158	12		lincRNA	BX294100.1	
ENSDARG00000076509	2	rnap	protein_coding	polr2d	436588
ENSDARG00000076509	2	wu:fa95b11	protein_coding	polr2d	436588
ENSDARG00000076509	2	zgc:110435	protein_coding	polr2d	436588
ENSDARG00000079578	7	Hermes	protein_coding	rbpms2b	393229
ENSDARG00000079578	7	rbpms2	protein_coding	rbpms2b	393229
ENSDARG00000079578	7	zgc:55559	protein_coding	rbpms2b	393229
ENSDARG00000079578	7	zgc:77170	protein_coding	rbpms2b	393229
ENSDARG00000096381	21	si:dkey-11j5.5	protein_coding	neu3.4	793046
ENSDARG00000091657	1		processed_pseudogene	CT573256.1	794952
ENSDARG00000093297	22		processed_transcript	CU570889.1	
ENSDARG00000057210	18	af190743gs2	protein_coding	has3	282555
ENSDARG00000057210	18	xx:af190743gs1	protein_coding	has3	282555
ENSDARG00000057210	18	xx:af190743gs2	protein_coding	has3	282555
ENSDARG00000058685	19		protein_coding	si:dkey-204a24.11	101887072
ENSDARG00000112450	4		protein_coding	si:ch211-238e22.2	560730
ENSDARG00000008966	2	tbl1xr1	protein_coding	tbl1xr1b	393581
ENSDARG00000008966	2	zgc:63617	protein_coding	tbl1xr1b	393581
ENSDARG00000036214	19	zDAZL	protein_coding	dazl	58039
ENSDARG00000103434	19		lincRNA	FP074902.1	
ENSDARG00000089212	21	si:dkeyp-14b8.5	protein_coding	htr3a	571641
ENSDARG00000092834	5	zgc:100928	protein_coding	si:ch211-191d15.2	
ENSDARG00000095402	5		processed_transcript	BX897741.1	
ENSDARG00000095970	22		lincRNA	CU856621.2	
ENSDARG00000008068	1	zgc:110664	protein_coding	tma16	553647
ENSDARG00000062960	25	gprasp2	protein_coding	armc10	557740
ENSDARG00000062960	25	si:ch211-68a17.1	protein_coding	armc10	557740
ENSDARG00000054261	10	si:ch211-249g19.13	protein_coding	taar20c	100001854
ENSDARG00000054261	10	taar45	protein_coding	taar20c	100001854
ENSDARG00000054261	10	zTA45	protein_coding	taar20c	100001854
ENSDARG00000079128	12	zgc:73097	protein_coding	becn1	393846
ENSDARG00000059026	12		protein_coding	zgc:123217	641414
ENSDARG00000092319	24		processed_transcript	BX323074.1	
ENSDARG00000094500	4	fc47g05	protein_coding	si:ch211-238e22.4	108179089
ENSDARG00000094500	4	wu:fc47g05	protein_coding	si:ch211-238e22.4	108179089
ENSDARG00000096014	4	si:ch211-197e10.2	protein_coding	znf1146	
ENSDARG00000098512	10		protein_coding	si:ch73-215f7.1	
ENSDARG00000095012	10		unprocessed_pseudogene	AL953903.1	
ENSDARG00000087780	17	id:ibd5033	protein_coding	tiam2a	100334442
ENSDARG00000115628	4		lincRNA	CR293532.1	
ENSDARG00000092012	9		unprocessed_pseudogene	BX530407.1	
ENSDARG00000070892	22	zgc:152985	protein_coding	si:ch211-262h13.5	571127
ENSDARG00000093696	20		lincRNA	BX255917.1	
ENSDARG00000108340	5		protein_coding	si:ch211-283g2.2	
ENSDARG00000042172	8	C7-2	protein_coding	c7a	562475
ENSDARG00000042172	8	si:dkey-250l23.2	protein_coding	c7a	562475
ENSDARG00000111901	10	si:ch211-249g19.15	protein_coding	taar20c1	100001919
ENSDARG00000096914	25		sense_intronic	CR391963.2	
ENSDARG00000007184	21	plzfa	protein_coding	zbtb16a	323269
ENSDARG00000007184	21	wu:fb93g12	protein_coding	zbtb16a	323269
ENSDARG00000007184	21	wu:fc07c10	protein_coding	zbtb16a	323269
ENSDARG00000007184	21	zbtb16	protein_coding	zbtb16a	323269
ENSDARG00000007184	21	zgc:55675	protein_coding	zbtb16a	323269
ENSDARG00000004415	12	tcf4	protein_coding	tcf7l2	30510
ENSDARG00000099355	4		processed_transcript	BX890548.1	
ENSDARG00000114293	9		unprocessed_pseudogene	BX530407.8	
ENSDARG00000020645	21	slc7a3	protein_coding	slc7a3a	492363
ENSDARG00000020645	21	wu:fc11h09	protein_coding	slc7a3a	492363
ENSDARG00000020645	21	zgc:92563	protein_coding	slc7a3a	492363
ENSDARG00000034043	7	iro5	protein_coding	irx5a	573346
ENSDARG00000034043	7	ziro5	protein_coding	irx5a	573346
ENSDARG00000105381	11		lincRNA	CR555293.1	
ENSDARG00000093068	22	c3.7	protein_coding	c3b.1	563665
ENSDARG00000093068	22	si:dkey-21e7.2	protein_coding	c3b.1	563665
ENSDARG00000093068	22	wu:fb99g02	protein_coding	c3b.1	563665
ENSDARG00000109978	10	si:dkey-181m19.7	protein_coding	taar20o	100151047
ENSDARG00000109978	10	taar42	protein_coding	taar20o	100151047
ENSDARG00000109978	10	zTA42	protein_coding	taar20o	100151047
ENSDARG00000043847	20	si:ch211-45m15.1	protein_coding	tmem244	556137
ENSDARG00000095437	8		protein_coding	si:dkeyp-117b11.3	
ENSDARG00000039872	16	zgc:100811	protein_coding	lamtor2	445155
ENSDARG00000013351	22	cirbp	protein_coding	cirbpb	678563
ENSDARG00000013351	22	wu:fb12c11	protein_coding	cirbpb	678563
ENSDARG00000013351	22	wu:fi20g12	protein_coding	cirbpb	678563
ENSDARG00000013351	22	zgc:136559	protein_coding	cirbpb	678563
ENSDARG00000092288	9		processed_transcript	AL954142.1	564963
ENSDARG00000103639	15		protein_coding	si:dkey-36i7.3	
ENSDARG00000045228	24	CHIP	protein_coding	stub1	324243
ENSDARG00000045228	24	wu:fc22f04	protein_coding	stub1	324243
ENSDARG00000045228	24	zgc:56076	protein_coding	stub1	324243
ENSDARG00000061436	11		protein_coding	col6a2	567771
ENSDARG00000031956	4	si:ch211-117l16.1	protein_coding	tmem63a	557924
ENSDARG00000105614	7		protein_coding	si:ch211-212k18.13	794291
ENSDARG00000016854	12	fj49a11	protein_coding	neurod2	114435
ENSDARG00000016854	12	NDF2	protein_coding	neurod2	114435
ENSDARG00000016854	12	ndr2	protein_coding	neurod2	114435
ENSDARG00000016854	12	wu:fj49a11	protein_coding	neurod2	114435
ENSDARG00000016854	12	zNdr2	protein_coding	neurod2	114435
ENSDARG00000095035	10	si:ch211-249g19.17	protein_coding	taar20t	100149666
ENSDARG00000095035	10	taar56	protein_coding	taar20t	100149666
ENSDARG00000095035	10	zTA56	protein_coding	taar20t	100149666
ENSDARG00000009782	6	meltdown	protein_coding	myh11a	554168
ENSDARG00000009782	6	mlt	protein_coding	myh11a	554168
ENSDARG00000009782	6	myh11	protein_coding	myh11a	554168
ENSDARG00000009782	6	smmhc	protein_coding	myh11a	554168
ENSDARG00000079111	25	zgc:86725	protein_coding	actc1c	415164
ENSDARG00000023214	25	zgc:92512	protein_coding	mob2a	436637
ENSDARG00000055705	9	si:bz20i5.3	protein_coding	f5	327320
ENSDARG00000055705	9	wu:fd21h06	protein_coding	f5	327320
ENSDARG00000007108	21	fb08f08	protein_coding	lipia	445105
ENSDARG00000007108	21	wu:fb08f08	protein_coding	lipia	445105
ENSDARG00000007108	21	zgc:91985	protein_coding	lipia	445105
ENSDARG00000096287	3		lincRNA	BX510989.2	
ENSDARG00000002006	16	NR2B2-B	protein_coding	rxrbb	30486
ENSDARG00000002006	16	rxrd	protein_coding	rxrbb	30486
ENSDARG00000002006	16	unp286	protein_coding	rxrbb	30486
ENSDARG00000039726	13		protein_coding	zgc:123321	559912
ENSDARG00000095869	16		processed_transcript	AL845419.1	
ENSDARG00000054963	3	wu:fi34b12	protein_coding	alg1	334161
ENSDARG00000054963	3	zgc:66221	protein_coding	alg1	334161
ENSDARG00000014657	7	zgc:171731	protein_coding	casp23	563034
ENSDARG00000105586	7		processed_transcript	BX255967.1	
ENSDARG00000058178	24	si:dkey-11p10.6	protein_coding	zdhhc20b	100001188
ENSDARG00000058178	24	zdhhc20	protein_coding	zdhhc20b	100001188
ENSDARG00000055506	24		protein_coding	si:ch211-37e10.1	
ENSDARG00000042637	19		protein_coding	tert	796551
ENSDARG00000018110	15	im:5916170	protein_coding	pak4	431769
ENSDARG00000018110	15	wu:fd12b01	protein_coding	pak4	431769
ENSDARG00000018110	15	zgc:92014	protein_coding	pak4	431769
ENSDARG00000025983	20	CH211-45M15.3	protein_coding	l3mbtl3	403075
ENSDARG00000025983	20	si:ch211-45m15.2	protein_coding	l3mbtl3	403075
ENSDARG00000036247	14	zgc:103560	protein_coding	tmem144b	449810
ENSDARG00000091411	9		protein_coding	si:ch211-214p13.9	
ENSDARG00000039266	13	si:ch211-12d10.5	protein_coding	rbm25a	568088
ENSDARG00000086744	22	si:dkeyp-79b7.9	protein_coding	znf1152	
ENSDARG00000001498	12		protein_coding	skap1	563784
ENSDARG00000041407	20	fam82a2	protein_coding	rmdn3	100034410
ENSDARG00000041407	20	fam82c	protein_coding	rmdn3	100034410
ENSDARG00000041407	20	si:dkey-199i12.5	protein_coding	rmdn3	100034410
ENSDARG00000086017	14		protein_coding	zgc:153681	751719
ENSDARG00000116117	4		protein_coding	si:dkey-40n15.1	
ENSDARG00000078016	1	dtx4	protein_coding	dtx4b	100037355
ENSDARG00000078016	1	zgc:163052	protein_coding	dtx4b	100037355
ENSDARG00000010784	4	myosin phosphatase targeting subunit 1	protein_coding	ppp1r12a	445393
ENSDARG00000010784	4	myosin-binding subunit of myosin phosphatase	protein_coding	ppp1r12a	445393
ENSDARG00000010784	4	mypt1	protein_coding	ppp1r12a	445393
ENSDARG00000010784	4	si:dkey-28j4.1	protein_coding	ppp1r12a	445393
ENSDARG00000010784	4	unm p82emcf	protein_coding	ppp1r12a	445393
ENSDARG00000010784	4	unm_p82emcf	protein_coding	ppp1r12a	445393
ENSDARG00000010784	4	zgc:110448	protein_coding	ppp1r12a	445393
ENSDARG00000040534	13	pan-epithelial glycoprotein	protein_coding	epcam	406454
ENSDARG00000040534	13	sb:cb6	protein_coding	epcam	406454
ENSDARG00000040534	13	tacstd	protein_coding	epcam	406454
ENSDARG00000040534	13	wu:fj17g02	protein_coding	epcam	406454
ENSDARG00000040534	13	zgc:110304	protein_coding	epcam	406454
ENSDARG00000040534	13	zgc:77119	protein_coding	epcam	406454
ENSDARG00000058285	18	cpt1al	protein_coding	cpt1b	449677
ENSDARG00000058285	18	zgc:103709	protein_coding	cpt1b	449677
ENSDARG00000093618	18		protein_coding	si:dkey-45h7.1	
ENSDARG00000109778	9		unprocessed_pseudogene	BX530407.5	
ENSDARG00000034215	19	wu:fk59e12	protein_coding	rab42a	406315
ENSDARG00000034215	19	zgc:73061	protein_coding	rab42a	406315
ENSDARG00000058381	23	fc89f08	protein_coding	zgc:171775	562552
ENSDARG00000058381	23	wu:fc89f08	protein_coding	zgc:171775	562552
ENSDARG00000013222	8	si:ch211-228b23.2	protein_coding	slc35a3a	559707
ENSDARG00000034470	12	hm:zeh0036	protein_coding	aldoab	406496
ENSDARG00000034470	12	zgc:77696	protein_coding	aldoab	406496
ENSDARG00000078050	8	phf13	protein_coding	phf19	560078
ENSDARG00000078050	8	si:dkeyp-51b7.1	protein_coding	phf19	560078
ENSDARG00000054744	15		protein_coding	si:ch211-244e12.7	
ENSDARG00000022951	17	tip39	protein_coding	pth2	402812
ENSDARG00000069313	7	zgc:163091	protein_coding	oxa1l	562963
ENSDARG00000069313	7	zgc:171949	protein_coding	oxa1l	562963
ENSDARG00000096991	12		lincRNA	CR847968.1	570372
ENSDARG00000098786	5	Mog1	protein_coding	rangrf	559102
ENSDARG00000098786	5	si:ch211-268m12.6	protein_coding	rangrf	559102
ENSDARG00000105364	7		protein_coding	si:ch73-223f5.1	101882678
ENSDARG00000019420	4	sb:cb661	protein_coding	etnk1	565971
ENSDARG00000019420	4	si:dkey-13i19.1	protein_coding	etnk1	565971
ENSDARG00000019420	4	wu:fb38f12	protein_coding	etnk1	565971
ENSDARG00000019420	4	wu:fj21d12	protein_coding	etnk1	565971
ENSDARG00000091813	17		protein_coding	si:dkey-21a6.5	571530
ENSDARG00000077828	13	si:dkey-37h18.2	protein_coding	slc29a3	101887173
ENSDARG00000094961	9		unprocessed_pseudogene	BX530407.3	
ENSDARG00000029663	13	fb53a02	protein_coding	rab1ab	368883
ENSDARG00000029663	13	rab1a	protein_coding	rab1ab	368883
ENSDARG00000029663	13	si:zc101n13.3	protein_coding	rab1ab	368883
ENSDARG00000029663	13	wu:fb53a02	protein_coding	rab1ab	368883
